district,area,production,yield,crop_type,season,districe,first_rain_date,last_rain_date,mean_dry_spell_length,total_rainfall,rainy_days,average_tmax,average_tmin,average_humidity,first_rain_category,last_rain_category,yield_calculated,district_encoded,season_encoded,crop_type_encoded
Narmada,524.77,1780.2655962352942,576.7196130876384,TOTAL COTTON (LINT),2022,Narmada,2022-06-11,2022-10-19,10.5,1065.8,120,31.985245901639345,23.62568306010929,72.63387978142076,on_time,on_time,3.392468312280226,21,6,2
Surat,43.010000000000005,124.443671548346,491.8722195586798,TOTAL COTTON (LINT),2022,Surat,2022-06-08,2022-10-20,8.142857142857142,1438.3000000000002,126,31.118032786885244,24.007650273224048,75.8415300546448,early,on_time,2.8933659974039987,28,6,2
Tapi,115.43,427.1784802523704,629.1288368959798,TOTAL COTTON (LINT),2022,Tapi,2022-06-08,2022-10-21,10.8,1539.9,129,31.21038251366121,23.29890710382514,75.16939890710383,early,on_time,3.7007578640939993,30,6,2
Kutch,242.49,334.77087315158144,1380.555376104505,TOTAL BAJRA,2022,Kachchh,2022-06-13,2022-10-03,6.928571428571429,666.8,86,32.19344262295082,23.63825136612021,67.8360655737705,on_time,early,1.380555376104505,17,6,1
Patan,96.56,258.05058155885536,2672.437671487732,TOTAL BAJRA,2022,Patan,2022-06-12,2022-10-10,6.6923076923076925,961.1,96,33.26120218579234,23.848633879781417,65.65027322404372,on_time,on_time,2.6724376714877316,24,6,1
Mehsana,145.15,405.3116216912631,2792.363911066229,TOTAL BAJRA,2022,Mehsana,2022-06-12,2022-10-10,8.2,998.6,101,32.99234972677596,23.628415300546447,66.56284153005464,on_time,on_time,2.7923639110662286,19,6,1
Sabarkantha,36.69,111.54652768540625,3040.2433274844984,TOTAL BAJRA,2022,Sabarkantha,2022-06-11,2022-10-10,8.666666666666666,1095.1,105,32.438797814207646,23.1983606557377,68.30601092896175,on_time,on_time,3.0402433274844984,27,6,1
Aravalli,62.52,177.925494,2845.897216890595,TOTAL BAJRA,2022,Arvalli,2022-06-12,2022-10-20,7.363636363636363,1084.0000000000002,102,32.30710382513661,23.38196721311476,67.85792349726776,on_time,on_time,2.8458972168905947,3,6,1
Gandhinagar,85.97,267.4390273104839,3110.8413087179697,TOTAL BAJRA,2022,Gandhinagar,2022-06-12,2022-10-10,9.875,977.9,104,33.01803278688525,23.751912568306008,66.91256830601093,on_time,on_time,3.11084130871797,12,6,1
Ahmedabad,14.06,43.69521285918168,3107.767628675795,TOTAL BAJRA,2022,Ahmedabad,2022-06-12,2022-10-10,7.9,1009.2,104,33.16120218579235,23.99726775956284,66.84699453551913,on_time,on_time,3.107767628675795,0,6,1
Surendranagar,22.97,43.197260725785895,1880.5947203215453,TOTAL BAJRA,2022,Surendranagar,2022-06-02,2022-10-12,4.764705882352941,858.7,102,33.59672131147541,24.203278688524588,63.08743169398907,early,on_time,1.8805947203215454,29,6,1
Morbi,26.67,75.2311168491934,2820.8142800597448,TOTAL BAJRA,2022,Morbi,2022-06-07,2022-10-03,7.3,876.8000000000002,110,33.03934426229509,24.03387978142077,66.2568306010929,early,early,2.8208142800597447,20,6,1
Rajkot,12.66,34.49514098998466,2724.734675354239,TOTAL BAJRA,2022,Rajkot,2022-06-02,2022-10-09,6.636363636363637,931.4,110,32.75792349726776,23.456284153005463,66.55737704918033,early,on_time,2.7247346753542385,26,6,1
Jamnagar,6.15,18.266449733001604,2970.1544281303422,TOTAL BAJRA,2022,Jamnagar,2022-06-11,2022-10-09,7.4,891.6000000000001,109,31.96393442622952,23.93551912568305,71.82513661202186,on_time,on_time,2.970154428130342,14,6,1
Devbhumi Dwarka,3.24,9.623300347142308,2970.1544281303422,TOTAL BAJRA,2022,Devbhoomi Dwarka,2022-06-07,2022-10-04,10.875,655.1,96,30.206557377049176,25.88032786885246,75.80874316939891,early,early,2.970154428130342,11,6,1
Porbandar,3.85,11.43509454830182,2970.1544281303422,TOTAL BAJRA,2022,Porbandar,2022-06-07,2022-10-12,7.090909090909091,814.8,105,30.48251366120219,25.12459016393443,72.63934426229508,early,on_time,2.9701544281303427,25,6,1
Junagadh,31.97,94.77658625558789,2964.547583846978,TOTAL BAJRA,2022,Junagadh,2022-06-07,2022-10-12,7.875,931.2,120,31.245355191256827,23.208743169398907,71.72677595628416,early,on_time,2.964547583846978,15,6,1
Gir Somnath,82.4,287.5270582279765,3489.4060464560253,TOTAL BAJRA,2022,Gir Somnath,2022-06-07,2022-10-21,7.75,1012.9,121,30.16284153005464,24.58633879781421,77.07650273224044,early,on_time,3.4894060464560255,13,6,1
Amreli,58.63,156.93451670141766,2676.69310423704,TOTAL BAJRA,2022,Amreli,2022-06-07,2022-10-11,8.125,674.3,118,32.91420765027322,23.48251366120218,66.80327868852459,early,on_time,2.67669310423704,1,6,1
Bhavnagar,209.38,547.9435403938181,2616.981279939909,TOTAL BAJRA,2022,Bhavnagar,2022-06-10,2022-10-20,8.75,824.6999999999999,113,32.05027322404372,24.64863387978142,70.26775956284153,on_time,on_time,2.616981279939909,6,6,1
Botad,6.53,18.61835489815477,2851.202894051267,TOTAL BAJRA,2022,Botad,2022-06-07,2022-10-11,6.0,771.0,111,33.76830601092895,24.441530054644804,62.2896174863388,early,on_time,2.8512028940512666,7,6,1
Anand,407.06,1269.9093198367757,3119.710410840603,TOTAL BAJRA,2022,Anand,2022-06-12,2022-10-12,7.888888888888889,1027.1,112,32.65300546448088,23.79234972677596,70.04918032786885,on_time,on_time,3.1197104108406024,2,6,1
Kheda,335.97,931.664540449298,2773.0587268187573,TOTAL BAJRA,2022,Kheda,2022-06-12,2022-10-12,8.666666666666666,920.8,105,32.781967213114754,23.89398907103825,69.34426229508196,on_time,on_time,2.7730587268187574,16,6,1
Panchmahal,19.48,37.57539281670977,1928.9216025005007,TOTAL BAJRA,2022,Panchmahal,2022-06-08,2022-10-12,9.571428571428571,1005.3,116,32.162295081967216,23.372131147540987,70.39890710382514,early,on_time,1.9289216025005016,23,6,1
Mahisagar,41.85,102.39885802123553,2446.806643279224,TOTAL BAJRA,2022,Mahisagar,2022-06-13,2022-10-11,12.5,863.8000000000001,108,32.33497267759564,23.328961748633883,69.94535519125684,on_time,on_time,2.446806643279224,18,6,1
Dahod,0.47,1.3959725812212609,2970.1544281303422,TOTAL BAJRA,2022,Dahod,2022-06-11,2022-10-11,7.666666666666667,721.9,114,30.87540983606557,22.032240437158475,71.0327868852459,on_time,on_time,2.9701544281303427,9,6,1
Vadodara,67.06,164.7860313405289,2457.292444684296,TOTAL BAJRA,2022,Vadodara,2022-06-08,2022-10-12,8.5,1013.6,115,32.37158469945355,23.62568306010929,71.59562841530055,early,on_time,2.457292444684296,31,6,1
Chhota Udaipur,3.16,9.385687992891883,2970.1544281303422,TOTAL BAJRA,2022,Chhota Udepur,2022-06-11,2022-10-19,8.857142857142858,1048.3,121,31.94918032786885,23.07103825136612,71.79234972677595,on_time,on_time,2.9701544281303427,8,6,1
Narmada,3.69,10.84036929864152,2937.7694576264284,TOTAL BAJRA,2022,Narmada,2022-06-11,2022-10-19,10.5,1065.8,120,31.985245901639345,23.62568306010929,72.63387978142076,on_time,on_time,2.937769457626428,21,6,1
Bharuch,2.85,8.166188767272873,2865.329392025569,TOTAL BAJRA,2022,Bharuch,2022-06-08,2022-10-20,7.75,1096.0,121,32.082513661202185,24.054098360655736,73.09289617486338,early,on_time,2.8653293920255694,5,6,1
Surat,0.28,0.8316432398764959,2970.1544281303422,TOTAL BAJRA,2022,Surat,2022-06-08,2022-10-20,8.142857142857142,1438.3000000000002,126,31.118032786885244,24.007650273224048,75.8415300546448,early,on_time,2.9701544281303423,28,6,1
Tapi,0.44,1.3068679483773509,2970.1544281303422,TOTAL BAJRA,2022,Tapi,2022-06-08,2022-10-21,10.8,1539.9,129,31.21038251366121,23.29890710382514,75.16939890710383,early,on_time,2.9701544281303427,30,6,1
Mehsana,55.73,130.69038391538237,2345.063411365196,TOTAL RICE,2022,Mehsana,2022-06-12,2022-10-10,8.2,998.6,101,32.99234972677596,23.628415300546447,66.56284153005464,on_time,on_time,2.3450634113651962,19,6,4
Sabarkantha,73.92,244.028670175692,3301.253654974187,TOTAL RICE,2022,Sabarkantha,2022-06-11,2022-10-10,8.666666666666666,1095.1,105,32.438797814207646,23.1983606557377,68.30601092896175,on_time,on_time,3.301253654974188,27,6,4
Aravalli,14.42,38.036704098607096,2637.7742093347497,TOTAL RICE,2022,Arvalli,2022-06-12,2022-10-20,7.363636363636363,1084.0000000000002,102,32.30710382513661,23.38196721311476,67.85792349726776,on_time,on_time,2.6377742093347503,3,6,4
Gandhinagar,128.57,317.9881368701417,2473.2685453071613,TOTAL RICE,2022,Gandhinagar,2022-06-12,2022-10-10,9.875,977.9,104,33.01803278688525,23.751912568306008,66.91256830601093,on_time,on_time,2.4732685453071612,12,6,4
Surendranagar,28.12,55.84586455614937,1985.9838035615,TOTAL RICE,2022,Surendranagar,2022-06-02,2022-10-12,4.764705882352941,858.7,102,33.59672131147541,24.203278688524588,63.08743169398907,early,on_time,1.9859838035614996,29,6,4
Gir Somnath,0.1,0.1887065596177888,1887.0655961778884,TOTAL RICE,2022,Gir Somnath,2022-06-07,2022-10-21,7.75,1012.9,121,30.16284153005464,24.58633879781421,77.07650273224044,early,on_time,1.8870655961778877,13,6,4
Panchmahal,458.72,777.5547391733732,1695.053058888588,TOTAL RICE,2022,Panchmahal,2022-06-08,2022-10-12,9.571428571428571,1005.3,116,32.162295081967216,23.372131147540987,70.39890710382514,early,on_time,1.695053058888588,23,6,4
Mahisagar,401.08,1014.8555364561404,2530.307012207391,TOTAL RICE,2022,Mahisagar,2022-06-13,2022-10-11,12.5,863.8000000000001,108,32.33497267759564,23.328961748633883,69.94535519125684,on_time,on_time,2.530307012207391,18,6,4
Dahod,427.73,545.2719854818971,1274.8041649683144,TOTAL RICE,2022,Dahod,2022-06-11,2022-10-11,7.666666666666667,721.9,114,30.87540983606557,22.032240437158475,71.0327868852459,on_time,on_time,1.2748041649683144,9,6,4
Vadodara,339.92,708.4120392331282,2084.0551872003066,TOTAL RICE,2022,Vadodara,2022-06-08,2022-10-12,8.5,1013.6,115,32.37158469945355,23.62568306010929,71.59562841530055,early,on_time,2.0840551872003066,31,6,4
Chhota Udaipur,158.26,205.0227597662424,1295.4806000647186,TOTAL RICE,2022,Chhota Udepur,2022-06-11,2022-10-19,8.857142857142858,1048.3,121,31.94918032786885,23.07103825136612,71.79234972677595,on_time,on_time,1.2954806000647188,8,6,4
Narmada,116.87,120.01266957479682,1026.8903018293558,TOTAL RICE,2022,Narmada,2022-06-11,2022-10-19,10.5,1065.8,120,31.985245901639345,23.62568306010929,72.63387978142076,on_time,on_time,1.0268903018293558,21,6,4
Bharuch,135.31,264.05235466666664,1951.4622324046013,TOTAL RICE,2022,Bharuch,2022-06-08,2022-10-20,7.75,1096.0,121,32.082513661202185,24.054098360655736,73.09289617486338,early,on_time,1.9514622324046016,5,6,4
Surat,547.72,1297.7804053088323,2369.423072571446,TOTAL RICE,2022,Surat,2022-06-08,2022-10-20,8.142857142857142,1438.3000000000002,126,31.118032786885244,24.007650273224048,75.8415300546448,early,on_time,2.3694230725714456,28,6,4
Dang,283.85,500.4160290510912,1762.9594118410823,TOTAL RICE,2022,Dangs,2022-06-06,2022-10-21,12.25,1586.1,134,30.573224043715847,22.96502732240437,76.37704918032787,early,on_time,1.762959411841082,10,6,4
Tapi,659.36,1975.942269048341,2996.7578698258017,TOTAL RICE,2022,Tapi,2022-06-08,2022-10-21,10.8,1539.9,129,31.21038251366121,23.29890710382514,75.16939890710383,early,on_time,2.996757869825802,30,6,4
Kutch,673.85,1156.9330215351638,1716.8999354977573,TOTAL GROUNDNUT,2022,Kachchh,2022-06-13,2022-10-03,6.928571428571429,666.8,86,32.19344262295082,23.63825136612021,67.8360655737705,on_time,early,1.7168999354977572,17,6,3
Patan,14.5,29.196255935054594,2013.5348920727308,TOTAL GROUNDNUT,2022,Patan,2022-06-12,2022-10-10,6.6923076923076925,961.1,96,33.26120218579234,23.848633879781417,65.65027322404372,on_time,on_time,2.0135348920727307,24,6,3
Mehsana,223.47,620.6212732480105,2777.2017418356404,TOTAL GROUNDNUT,2022,Mehsana,2022-06-12,2022-10-10,8.2,998.6,101,32.99234972677596,23.628415300546447,66.56284153005464,on_time,on_time,2.7772017418356403,19,6,3
Sabarkantha,744.1899999999999,2170.933821662656,2917.176825357309,TOTAL GROUNDNUT,2022,Sabarkantha,2022-06-11,2022-10-10,8.666666666666666,1095.1,105,32.438797814207646,23.1983606557377,68.30601092896175,on_time,on_time,2.9171768253573096,27,6,3
Aravalli,559.6999999999999,1168.964179385947,2088.554903315968,TOTAL GROUNDNUT,2022,Arvalli,2022-06-12,2022-10-20,7.363636363636363,1084.0000000000002,102,32.30710382513661,23.38196721311476,67.85792349726776,on_time,on_time,2.088554903315968,3,6,3
Gandhinagar,119.9,316.1233560653861,2636.5584325720274,TOTAL GROUNDNUT,2022,Gandhinagar,2022-06-12,2022-10-10,9.875,977.9,104,33.01803278688525,23.751912568306008,66.91256830601093,on_time,on_time,2.636558432572027,12,6,3
Ahmedabad,1.61,4.15217664777864,2578.991706694807,TOTAL GROUNDNUT,2022,Ahmedabad,2022-06-12,2022-10-10,7.9,1009.2,104,33.16120218579235,23.99726775956284,66.84699453551913,on_time,on_time,2.5789917066948074,0,6,3
Surendranagar,212.72,535.1885079310636,2515.9294280324534,TOTAL GROUNDNUT,2022,Surendranagar,2022-06-02,2022-10-12,4.764705882352941,858.7,102,33.59672131147541,24.203278688524588,63.08743169398907,early,on_time,2.515929428032454,29,6,3
Morbi,658.3,1267.33951302,1925.170154974936,TOTAL GROUNDNUT,2022,Morbi,2022-06-07,2022-10-03,7.3,876.8000000000002,110,33.03934426229509,24.03387978142077,66.2568306010929,early,early,1.9251701549749354,20,6,3
Porbandar,771.35,1955.3047463394803,2534.912486341454,TOTAL GROUNDNUT,2022,Porbandar,2022-06-07,2022-10-12,7.090909090909091,814.8,105,30.48251366120219,25.12459016393443,72.63934426229508,early,on_time,2.5349124863414536,25,6,3
Botad,144.57999999999998,272.66789414303724,1885.9309319618017,TOTAL GROUNDNUT,2022,Botad,2022-06-07,2022-10-11,6.0,771.0,111,33.76830601092895,24.441530054644804,62.2896174863388,early,on_time,1.8859309319618016,7,6,3
Anand,0.1,0.2294628339480692,2294.628339480692,TOTAL GROUNDNUT,2022,Anand,2022-06-12,2022-10-12,7.888888888888889,1027.1,112,32.65300546448088,23.79234972677596,70.04918032786885,on_time,on_time,2.294628339480692,2,6,3
Kheda,65.97999999999999,94.45918368116708,1431.6335811028662,TOTAL GROUNDNUT,2022,Kheda,2022-06-12,2022-10-12,8.666666666666666,920.8,105,32.781967213114754,23.89398907103825,69.34426229508196,on_time,on_time,1.431633581102866,16,6,3
Panchmahal,6.359999999999999,15.381522766280298,2418.4784223711163,TOTAL GROUNDNUT,2022,Panchmahal,2022-06-08,2022-10-12,9.571428571428571,1005.3,116,32.162295081967216,23.372131147540987,70.39890710382514,early,on_time,2.418478422371116,23,6,3
Mahisagar,25.56,49.45203912,1934.7433145539908,TOTAL GROUNDNUT,2022,Mahisagar,2022-06-13,2022-10-11,12.5,863.8000000000001,108,32.33497267759564,23.328961748633883,69.94535519125684,on_time,on_time,1.9347433145539907,18,6,3
Dahod,10.6,22.98465093853254,2168.3632960879754,TOTAL GROUNDNUT,2022,Dahod,2022-06-11,2022-10-11,7.666666666666667,721.9,114,30.87540983606557,22.032240437158475,71.0327868852459,on_time,on_time,2.1683632960879753,9,6,3
Vadodara,0.09,0.2321092536025326,2578.991706694807,TOTAL GROUNDNUT,2022,Vadodara,2022-06-08,2022-10-12,8.5,1013.6,115,32.37158469945355,23.62568306010929,71.59562841530055,early,on_time,2.5789917066948065,31,6,3
Chhota Udaipur,9.95,24.369957794461246,2449.24198939309,TOTAL GROUNDNUT,2022,Chhota Udepur,2022-06-11,2022-10-19,8.857142857142858,1048.3,121,31.94918032786885,23.07103825136612,71.79234972677595,on_time,on_time,2.4492419893930903,8,6,3
Narmada,0.45,1.0667063568320052,2370.458570737789,TOTAL GROUNDNUT,2022,Narmada,2022-06-11,2022-10-19,10.5,1065.8,120,31.985245901639345,23.62568306010929,72.63387978142076,on_time,on_time,2.370458570737789,21,6,3
Bharuch,2.0,4.671722055453477,2335.8610277267385,TOTAL GROUNDNUT,2022,Bharuch,2022-06-08,2022-10-20,7.75,1096.0,121,32.082513661202185,24.054098360655736,73.09289617486338,early,on_time,2.3358610277267386,5,6,3
Surat,10.58,26.270555035876665,2483.0392283437304,TOTAL GROUNDNUT,2022,Surat,2022-06-08,2022-10-20,8.142857142857142,1438.3000000000002,126,31.118032786885244,24.007650273224048,75.8415300546448,early,on_time,2.48303922834373,28,6,3
Dang,37.58,41.64290174021839,1108.113404476274,TOTAL GROUNDNUT,2022,Dangs,2022-06-06,2022-10-21,12.25,1586.1,134,30.573224043715847,22.96502732240437,76.37704918032787,early,on_time,1.1081134044762744,10,6,3
Tapi,29.96,62.83873670023239,2097.4211181653,TOTAL GROUNDNUT,2022,Tapi,2022-06-08,2022-10-21,10.8,1539.9,129,31.21038251366121,23.29890710382514,75.16939890710383,early,on_time,2.0974211181653,30,6,3
Banaskantha,67.18,198.539335276269,2955.333957669976,TOTAL TOBACCO,2022,Banaskantha,2022-06-12,2022-10-10,8.3,1005.4,100,32.56885245901639,23.308196721311475,65.31147540983606,on_time,on_time,2.9553339576699758,4,6,5
Patan,65.86,141.3897976470588,2146.8235294117644,TOTAL TOBACCO,2022,Patan,2022-06-12,2022-10-10,6.6923076923076925,961.1,96,33.26120218579234,23.848633879781417,65.65027322404372,on_time,on_time,2.1468235294117646,24,6,5
Mehsana,157.42,464.98299354959954,2953.773304215472,TOTAL TOBACCO,2022,Mehsana,2022-06-12,2022-10-10,8.2,998.6,101,32.99234972677596,23.628415300546447,66.56284153005464,on_time,on_time,2.953773304215472,19,6,5
Sabarkantha,52.43,144.38144161470217,2753.7944233206595,TOTAL TOBACCO,2022,Sabarkantha,2022-06-11,2022-10-10,8.666666666666666,1095.1,105,32.438797814207646,23.1983606557377,68.30601092896175,on_time,on_time,2.7537944233206595,27,6,5
Aravalli,17.56,30.224272,1721.2,TOTAL TOBACCO,2022,Arvalli,2022-06-12,2022-10-20,7.363636363636363,1084.0000000000002,102,32.30710382513661,23.38196721311476,67.85792349726776,on_time,on_time,1.7212,3,6,5
Gandhinagar,48.46,121.11123200000002,2499.2000000000003,TOTAL TOBACCO,2022,Gandhinagar,2022-06-12,2022-10-10,9.875,977.9,104,33.01803278688525,23.751912568306008,66.91256830601093,on_time,on_time,2.4992,12,6,5
Ahmedabad,0.47,1.1146292704998977,2371.551639361485,TOTAL TOBACCO,2022,Ahmedabad,2022-06-12,2022-10-10,7.9,1009.2,104,33.16120218579235,23.99726775956284,66.84699453551913,on_time,on_time,2.3715516393614844,0,6,5
Anand,752.4300000000001,1840.1935834034712,2445.667481896616,TOTAL TOBACCO,2022,Anand,2022-06-12,2022-10-12,7.888888888888889,1027.1,112,32.65300546448088,23.79234972677596,70.04918032786885,on_time,on_time,2.445667481896616,2,6,5
Kheda,638.89,1307.746062074727,2046.903319937277,TOTAL TOBACCO,2022,Kheda,2022-06-12,2022-10-12,8.666666666666666,920.8,105,32.781967213114754,23.89398907103825,69.34426229508196,on_time,on_time,2.046903319937277,16,6,5
Panchmahal,18.16,37.26384137587624,2051.9736440460483,TOTAL TOBACCO,2022,Panchmahal,2022-06-08,2022-10-12,9.571428571428571,1005.3,116,32.162295081967216,23.372131147540987,70.39890710382514,early,on_time,2.0519736440460483,23,6,5
Mahisagar,9.52,23.004747916795296,2416.4651173104303,TOTAL TOBACCO,2022,Mahisagar,2022-06-13,2022-10-11,12.5,863.8000000000001,108,32.33497267759564,23.328961748633883,69.94535519125684,on_time,on_time,2.4164651173104303,18,6,5
Vadodara,100.09,161.53071069985754,1613.8546378245333,TOTAL TOBACCO,2022,Vadodara,2022-06-08,2022-10-12,8.5,1013.6,115,32.37158469945355,23.62568306010929,71.59562841530055,early,on_time,1.6138546378245333,31,6,5
Sabarkantha,251.54,503.3472017710591,2001.062263540825,CASTOR,2023,Sabarkantha,2023-06-02,2023-11-27,6.916666666666667,1145.6,100,32.40819672131148,23.604918032786884,70.3879781420765,early,late,2.001062263540825,27,7,0
Aravalli,138.75,264.08227522799734,1903.2956773189,CASTOR,2023,Arvalli,2023-06-02,2023-11-27,7.7,1393.8000000000002,106,32.31256830601093,23.57978142076503,70.39890710382514,early,late,1.9032956773188998,3,7,0
Gandhinagar,212.73,492.7667399999999,2316.395148780144,CASTOR,2023,Gandhinagar,2023-06-02,2023-11-27,6.333333333333333,977.9,107,33.13551912568306,24.0344262295082,68.8415300546448,early,late,2.3163951487801437,12,7,0
Ahmedabad,414.6,869.0074533420631,2096.0141180464616,CASTOR,2023,Ahmedabad,2023-06-02,2023-11-27,6.076923076923077,998.0,104,33.53333333333334,24.39071038251366,67.72131147540983,early,late,2.0960141180464618,0,7,0
Surendranagar,670.69,1394.381863632184,2079.025874296894,CASTOR,2023,Surendranagar,2023-06-03,2023-11-27,5.411764705882353,676.1,91,34.04480874316939,24.55901639344262,64.51366120218579,early,late,2.079025874296894,29,7,0
Morbi,74.15,208.3774931372549,2810.2156862745096,CASTOR,2023,Morbi,2023-06-03,2023-11-27,6.583333333333333,706.5,104,33.31584699453551,24.559016393442626,68.29508196721312,early,late,2.8102156862745096,20,7,0
Rajkot,60.29,183.20818176331363,3038.7822485207103,CASTOR,2023,Rajkot,2023-06-02,2023-11-27,6.666666666666667,663.3,103,33.18907103825136,23.89890710382513,68.13661202185793,early,late,3.0387822485207105,26,7,0
Jamnagar,25.95,91.81868477664976,3538.29228426396,CASTOR,2023,Jamnagar,2023-06-10,2023-11-28,6.5,764.4,105,32.52677595628415,24.73497267759563,72.54098360655738,on_time,late,3.53829228426396,14,7,0
Junagadh,6.7,14.749128948522236,2201.3625296301843,CASTOR,2023,Junagadh,2023-06-02,2023-11-26,9.0,1078.8000000000002,111,31.79398907103825,23.66393442622951,73.07650273224044,early,late,2.201362529630184,15,7,0
Gir Somnath,0.9,1.9812262766671656,2201.3625296301843,CASTOR,2023,Gir Somnath,2023-06-03,2023-11-26,6.9,1200.4,114,30.916393442622955,25.355737704918035,76.16939890710383,early,late,2.2013625296301838,13,7,0
Amreli,10.77,23.708674444117086,2201.3625296301843,CASTOR,2023,Amreli,2023-06-03,2023-11-27,5.266666666666667,648.0,104,33.768852459016394,24.18032786885246,66.04918032786885,early,late,2.2013625296301846,1,7,0
Bhavnagar,1.34,2.949825789704448,2201.3625296301843,CASTOR,2023,Bhavnagar,2023-06-03,2023-11-27,4.473684210526316,749.4,98,33.03770491803279,25.195628415300543,68.89617486338798,early,late,2.201362529630185,6,7,0
Botad,0.21,0.4622861312223387,2201.3625296301843,CASTOR,2023,Botad,2023-06-03,2023-11-26,6.307692307692308,666.5,101,34.24262295081967,24.76994535519125,62.81967213114754,early,late,2.201362529630184,7,7,0
Anand,8.46,18.623527000671363,2201.3625296301843,CASTOR,2023,Anand,2023-06-03,2023-11-30,6.545454545454546,951.7,111,33.19289617486339,24.22021857923497,69.46994535519126,early,late,2.2013625296301846,2,7,0
Kheda,111.0,233.1005200774444,2100.004685382381,CASTOR,2023,Kheda,2023-06-02,2023-11-27,6.727272727272728,958.6,109,33.56174863387978,24.49781420765027,68.08196721311475,early,late,2.100004685382382,16,7,0
Panchmahal,64.91,118.769583663478,1829.7578749572945,CASTOR,2023,Panchmahal,2023-06-03,2023-11-30,6.8,1179.3000000000002,115,32.79125683060109,24.08852459016394,68.21311475409836,early,late,1.829757874957295,23,7,0
Mahisagar,26.09,42.413340050622736,1625.6550421856166,CASTOR,2023,Mahisagar,2023-06-02,2023-11-30,7.1,1264.5,112,32.74972677595629,23.81366120218579,69.92896174863388,early,late,1.6256550421856166,18,7,0
Vadodara,421.23,834.084704,1980.117047693659,CASTOR,2023,Vadodara,2023-06-03,2023-11-30,7.1,953.7,112,33.01693989071038,24.30218579234973,69.62841530054645,early,late,1.980117047693659,31,7,0
Chhota Udaipur,21.43,42.45282999999999,1981.0,CASTOR,2023,Chhota Udepur,2023-06-03,2023-11-30,7.555555555555555,989.0,115,32.54972677595628,23.84262295081968,69.19125683060109,early,late,1.9809999999999997,8,7,0
Narmada,4.55,10.016199509817335,2201.3625296301843,CASTOR,2023,Narmada,2023-06-03,2023-11-30,7.666666666666667,1001.9,114,32.824043715847,24.26010928961749,70.34972677595628,early,late,2.2013625296301838,21,7,0
Bharuch,31.4,50.09556,1595.4,CASTOR,2023,Bharuch,2023-06-02,2023-11-30,8.875,940.5,112,32.82404371584699,24.76612021857924,70.80327868852459,early,late,1.5954,5,7,0
Surat,0.54,1.1887357660002995,2201.3625296301843,CASTOR,2023,Surat,2023-06-03,2023-11-30,8.375,1172.3,116,32.05191256830601,24.85792349726776,73.64480874316939,early,late,2.201362529630184,28,7,0
Tapi,3.22,7.088387345409194,2201.3625296301843,CASTOR,2023,Tapi,2023-06-02,2023-11-30,7.125,1011.1999999999998,126,32.39890710382514,24.30218579234972,71.66120218579235,early,late,2.201362529630184,30,7,0
Banaskantha,338.09,1178.0027952145383,592.328892266768,TOTAL COTTON (LINT),2023,Banaskantha,2023-06-02,2023-11-28,9.625,963.6,106,32.04863387978142,23.3431693989071,69.46994535519126,early,late,3.4842876015692226,4,7,2
Patan,475.76,1736.856536059575,620.6188227890697,TOTAL COTTON (LINT),2023,Patan,2023-06-02,2023-11-28,9.11111111111111,821.4,101,33.051366120218574,23.934972677595624,68.63934426229508,early,late,3.6506989575827626,24,7,2
Mehsana,373.25,1389.557092235294,632.8860165572672,TOTAL COTTON (LINT),2023,Mehsana,2023-06-02,2023-11-27,7.454545454545454,999.6,101,32.861748633879785,23.975409836065573,69.55191256830601,early,late,3.722858920925101,19,7,2
Sabarkantha,589.63,1846.577006099156,532.3984380660015,TOTAL COTTON (LINT),2023,Sabarkantha,2023-06-02,2023-11-27,6.916666666666667,1145.6,100,32.40819672131148,23.604918032786884,70.3879781420765,early,late,3.1317555180353036,27,7,2
Aravalli,344.81,1161.1092883810802,572.4560744316685,TOTAL COTTON (LINT),2023,Arvalli,2023-06-02,2023-11-27,7.7,1393.8000000000002,106,32.31256830601093,23.57978142076503,70.39890710382514,early,late,3.3673886731274623,3,7,2
Gandhinagar,222.64,800.3117350588236,611.0896288178226,TOTAL COTTON (LINT),2023,Gandhinagar,2023-06-02,2023-11-27,6.333333333333333,977.9,107,33.13551912568306,24.0344262295082,68.8415300546448,early,late,3.5946448753989566,12,7,2
Ahmedabad,513.72,1240.146863678984,410.38886324345424,TOTAL COTTON (LINT),2023,Ahmedabad,2023-06-02,2023-11-27,6.076923076923077,998.0,104,33.53333333333334,24.39071038251366,67.72131147540983,early,late,2.414052136726201,0,7,2
Devbhumi Dwarka,93.01,351.3821105560431,642.2423265727053,TOTAL COTTON (LINT),2023,Devbhoomi Dwarka,2023-06-02,2023-11-26,7.7,601.0,106,30.43989071038252,26.12732240437158,76.6775956284153,early,late,3.7778960386629725,11,7,2
Porbandar,113.95,568.4766706997405,848.1003424217278,TOTAL COTTON (LINT),2023,Porbandar,2023-06-02,2023-11-26,6.416666666666667,926.2,106,31.17431693989071,25.61256830601093,74.04918032786885,early,late,4.988825543657222,25,7,2
Junagadh,527.72,1852.0081258979133,596.6068775158137,TOTAL COTTON (LINT),2023,Junagadh,2023-06-02,2023-11-26,9.0,1078.8000000000002,111,31.79398907103825,23.66393442622951,73.07650273224044,early,late,3.5094522206812573,15,7,2
